Company Name,Country,Industry,Website
Rakon,New,"Frequency Control, Quartz Crystal, Electronics, Gps, Wireless",www.rakon.com
Restaurant Brands,New,Restaurants,www.restaurantbrands.co.nz
Ryman Healthcare,New,Aged Care,www.rymanhealthcare.co.nz
Skellerup,New,"Rubber, Agricultural Supplies",www.skellerup.co.nz
Sky Television (New Zealand),New,Subscription Televisionmedia Streamingbroadcastingbroadband,sky.co.nz
Skycity Entertainment Group,New,Gaming & Hospitality,skycityentertainmentgroup.com
SLI Systems,New,Softwareecommerce,SLI-Systems.com
Solid Energy,New,"Mining, Coal",www.solidenergy.co.nz/
Spark New Zealand,New,Telecommunications,spark.co.nzsparknz.co.nzsparkdigital.co.nzsparkventures.co.nzsparkfoundation.org.nzsparksport.co.nz
Summerset Holdings,New,Aged Care And Retirement Villages,www.summerset.co.nz
The Warehouse Group,New,Retail (Department & Discount),www.thewarehousegroup.co.nz
Tourism Holdings Ltd,New,Tourism,www.thlonline.com
Trimax Mowing Systems,New,Turf Maintenance,www.trimaxmowers.com
Trustpower,New,Energy,www.trustpower.co.nz
Vector Limited,New,Energy,www.vector.co.nz
Vend (software),New,Software As A Service,vendhq.com
Vista Group International,New,Film Industry,www.vistagroup.co.nz
Vodafone New Zealand,New,"Mobile, Telecommunications, Isp",www.vodafone.co.nz
Weta Digital,New,"Visual Effects, Cgi Animation",www.wetafx.co.nz
Xero (software),New,Software As A Service (Saas),Xero.com
Zespri,New,Horticulture,zespri.com
BAC Credomatic,Nicaragua,Financing,https://www.baccredomatic.com/
Banco de la Producción,Nicaragua,Financial Services,www.banpro.com.ni
Compañía Cervecera de Nicaragua,Nicaragua,Beverages,Cerveceria.com.ni
Gelateria Italiana,Nicaragua,Food Processing,www.yeagelato.com
Tip-Top Restaurant,Nicaragua,Fast Food,www.restaurantestiptop.com
SONIDEP,Niger,Oil Industry,www.sonidep.net/
Chocolate City (music label),Nigeria,Entertainment Media Music,chocolatecitymusic.com
Dangote Cement,Nigeria,Building Materials,dangotecement.com
Dangote Group,Nigeria,Conglomerateconstruction Materials,dangote.com
Diamond Bank,Nigeria,Finance,diamondbank.com
Ensure insurance (Nigeria),Nigeria,Insurance,www.allianz.ng
Fidelity Bank Nigeria,Nigeria,Financial Services,www.fidelitybank.ng
First Bank of Nigeria,Nigeria,Finance,firstbanknigeria.com
Guaranty Trust Bank,Nigeria,Finance,www.gtbank.com
John Holt plc,Nigeria,Conglomerate,jhplc.com
Julius Berger (company),Nigeria,"Construction, Real Estate Development",www.julius-berger.com
Jumia,Nigeria,"Internet, Retail, Ecommerce, Marketplace",group.jumia.com
Kakawa Discount House Limited,Nigeria,Finance,http://www.kakawa.com/
Mikano International Limited,Nigeria,"Heavy Equipment, Automotive",mikano-intl.com
Nigerian National Petroleum Corporation,Nigeria,Oil And Gas,nnpcgroup.com
Oando,Nigeria,Oil And Gas,www.oandoplc.com
Skye Bank,Nigeria,Financial Services,polarisbanklimited.com
Sterling Bank (Nigeria),Nigeria,Banking,www.sterling.ng
Transnational Corporation of Nigeria,Nigeria,"Energy, Power, Hospitality",http://www.transcorpnigeria.com
Union Bank of Nigeria,Nigeria,Financial Services,http://www.unionbankng.com
Wema Bank,Nigeria,Financial Services,www.wemabank.com
Zenith Bank,Nigeria,Finance,www.zenithbank.com
Adel Holding,North,Holding Company,www.adelholding.com
Alkaloid (company),North,"Pharmaceutical, Cosmetics, Chemical, Botanical",www.alkaloid.com.mk
Alpha Bank Skopje,North,Finance,http://www.alphabank.com.mk
DON Market,North,Retail,www.don.com.mk
FAS Sanos,North,Automotive,sanos.com.mk
Komercijalna banka Skopje,North,Financial Services,www.kb.com.mk
Makedonijapat,North,State-Owned Limited Company,makedonijapat.com.mk
Makedonski Telekom,North,Communications Services,www.telekom.mk
Maxi D,North,Retail,www.maxid.com.mk
MEPSO,North,Electric Utility,mepso.com.mk
A1 Macedonia,North,Telecommunication,www.a1.mk
Stopanska Banka,North,Financial Services,www.stb.com.mk
Tutunski kombinat Prilep,North,Tobacco,www.tkprilep.com.mk
Tinex,North,Retail,www.tinex.com.mk
Vardar Film,North,Film,vardarfilm.mk
VIP Operator,North,Wireless Services; Telecommunication,www.vip.mk
AF Group,Norway,Construction,afgruppen.no
Aker ASA,Norway,Holding Company,www.akerasa.com
Aker BioMarine,Norway,Marine Biotechnology,www.akerbiomarine.com
Aker Floating Production,Norway,Petroleum,www.akerfloatingproduction.com/
Aker Solutions,Norway,Oilfield Services Subsea (Technology) Engineering,www.akersolutions.com
Atea (company),Norway,It Infrastructure,www.atea.com
Bama Gruppen,Norway,Wholesale,www.bama.no
Bertel O. Steen,Norway,Retail,bos.no
Cermaq,Norway,"Seafood, Food Processing",www.cermaq.com
Coop Norge,Norway,Retail,coop.no
DNB ASA,Norway,Financial Services,www.dnb.no
DNV GL,Norway,Various,www.dnvgl.com
Elkjøp,Norway,Retail,www.elkjop.no
Ferd (company),Norway,Holding,www.ferd.no
Gjensidige,Norway,Financial Services,www.gjensidige.no
Hafslund (company),Norway,Power,www.hafslund.no
Havfisk,Norway,Fishing,www.havfisk.no
Jotun (company),Norway,Chemicals,www.jotun.com
Kommunal Landspensjonskasse,Norway,Financial Services,www.klp.no
Kongsberg Gruppen,Norway,"Shipbuilding, Defense, Aerospace, Offshore Oil And Gas Industries.",https://www.kongsberg.com
Lerøy,Norway,Seafood,www.leroy.no www.leroyseafood.com www.lsg.no
Luxo,Norway,Manufacturing,www.luxo.com/
MøllerGruppen,Norway,Car Retail,www.mollergruppen.no
NorgesGruppen,Norway,Grocery Wholesale,www.norgesgruppen.no
Norsk Hydro,Norway,Metals,hydro.com
Norske Skog,Norway,Pulp And Paper,www.norskeskog.com
Nortura,Norway,Meat Processing,www.nortura.no
Norwegian State Railways,Norway,Transport,www.vy.no
O. N. Sunde,Norway,Holding Company,www.onsunde.no
Odfjell,Norway,Shipping,www.odfjell.com
Orkla Group,Norway,Conglomerate,www.orkla.com
Petroleum Geo-Services,Norway,Petroleum,www.pgs.com
Posten Norge,Norway,Postal Service,www.posten.no
Reitan Group,Norway,Retailing,www.reitangruppen.no
Scandinavian Bunkering,Norway,Petroleum,www.scandinavian-bunkering.com
Schibsted,Norway,"E-Commerce, Media",schibsted.com
SpareBank 1,Norway,"Banking, Insurance And Pension",www.sparebank1.no
Star Shipping,Norway,Shipping,www.griegstar.com
Statkraft,Norway,Electricity,www.statkraft.com
Statoil,Norway,Petroleum Industry,www.equinor.com
Storebrand,Norway,Insurance,www.storebrand.com
Telenor,Norway,Telecommunications,telenor.com
Telia Norge,Norway,Telecommunications,telia.no
Thin Film Electronics ASA,Norway,Printed Electronics,www.thinfilmnfc.com
Tine (company),Norway,Dairy,www.Tine.no
Varner-Gruppen,Norway,Retail,www.varner.com
Vinmonopolet,Norway,"Wine, Liquor",vinmonopolet.no
Wilh. Wilhelmsen,Norway,Shipping,www.wilhelmsen.com
Yara International,Norway,Chemicals,www.yara.com
BankMuscat,Oman,Finance And Insurance,www.bankmuscat.com
National Bank of Oman,Oman,Banking & Finance,www.nationalomanbank.world
Ooredoo Oman,Oman,Telecommunications,www.ooredoo.om
Oman Arab Bank,Oman,Financial Services,www.oman-arabbank.com
Oman LNG,Oman,Liquefied Natural Gas,http://www.omanlng.com
Oman Oil Company,Oman,Oil And Gas,www.oman-oil.com
Oman Oil Marketing Company,Oman,Petroleum Retail,http://www.oomco.com
Oman Refinery Company,Oman,Chemicals,orpic.om
Omantel,Oman,Telecommunications,omantel.om
Raysut Cement,Oman,Cement,https://raysutcement.om/
The Shaksy Group,Oman,Industryoil & Gasconstructionreal Estate,Shaksygroup.com
Aisha Steel Mills,Pakistan,Steel,www.aishasteel.com
Alkaram Studio,Pakistan,Retail,www.alkaramstudio.com
Allied Bank Limited,Pakistan,Finance And Insurance,www.abl.com
Amreli Steels,Pakistan,Steel,www.amrelisteels.com
Askari Bank,Pakistan,Banking,www.askaribank.com
Atlas Honda,Pakistan,Automotive,www.atlashonda.com.pk
Attock Cement,Pakistan,Cement,www.attockcement.com
Attock Refinery,Pakistan,Oil Refining,www.arl.com.pk
Avari Hotels,Pakistan,Hospitality,avari.com
Axact,Pakistan,Software,www.axact.com
Bahria Town,Pakistan,"Real Estate, Gated Community, Hospitality",bahriatown.com
Bank Alfalah,Pakistan,Banking,www.bankalfalah.com
Bank of Punjab,Pakistan,"Banking, Insurance",www.bop.com.pk
BankIslami Pakistan,Pakistan,Islamic Banking,www.bankislami.com.pk
Bestway Cement,Pakistan,Cement,www.bestway.com.pk
